,NAME,CUISINE_LVL1,CUISINE_LVL2,CUISINE_LVL3,COST
10027,The Food Company,Burger,Beverages,Cafe,Low
10028,The Cake Lady,Beverages,Desserts,Sandwich,High
10029,Sandwich Junction,Fast Food,,,Low
10030,The Little Dragon,Chinese,,,Low
10032,Hotel Darya Sarang,Malwani,Seafood,,High
10033,Abhishek Malvani Katta,Malwani,,,Low
10034,Wokmagic,Chinese,,,Low
10035,Sim'S Punjabi Thali,North Indian,,,Low
10036,Shagun Pure Veg.,South Indian,North Indian,Chinese,High
10037,Hotel Guruprasad,North Indian,Seafood,,High
10038,Rashmi Sandwich Potoba,Sandwich,Pizza,Burger,Low
10039,Flamingo - The Cake Shop,Desserts,,,Low
10040,Hotel Royal Ambience,North Indian,Chinese,,High
10041,Magical Menu,Maharashtrian,,,High
10042,Big Bytes Cafe By Monsoon,Biryani,Burger,Sandwich,High
10043,"Vinay Sandwiches, Maggi & Pasta",Fast Food,,,Low
10044,Green Chillies,Maharashtrian,South Indian,,High
10045,The Cookie Cart,Bakery,Desserts,,Low
10046,Cibo Pizza,Pizza,Chinese,,High
10048,Tom & Jerry Cakes & More,Bakery,Desserts,,Low
10049,The C5,Street Food,Continental,Burger,High
10050,Shreeji'S Rolls & Juices,Fast Food,Juices,Rolls,Low
10051,Myriad Cafe,Fast Food,,,Low
10052,Lucky Caterers,Biryani,,,Low
10053,Kerala Castle,Kerala,Chinese,,Low
10054,Masti Dosa,South Indian,,,Low
10055,Queso Fresco,Burger,Cafe,Fast Food,Low
10056,The Fusion Cone,Fast Food,,,High
10057,Mezaya,Bakery,Desserts,,High
10058,Home Lunch Restaurant,North Indian,Chinese,,Low
10059,Hotel Ashvin Palace,North Indian,Chinese,,High
10060,Agri Kitchen,Biryani,Seafood,North Indian,High
10061,Newyork'S The Cake Shop,Bakery,Desserts,,Low
10062,Shiv Krupa Chinese Bhel & Frankie,Fast Food,Chinese,,Low
10064,Soso Chaat & Snacks,Fast Food,Street Food,,Low
10065,Hari Kripa Foods,North Indian,,,High
10066,Amigos Cafeteria,Fast Food,,,Low
10067,Galaxy Family Restaurant Bar,North Indian,,,High
10068,Sarpanch Dhaba,North Indian,,,High
10069,Mumbai Cafe,South Indian,Chinese,,Low
10070,Hello Foods,North Indian,Fast Food,Biryani,Low
10071,Fusion Chinese Corner,Chinese,,,High
10072,The French Fries,Fast Food,,,Low
10073,Murgh,Mughlai,,,High
10074,Burg'S Bite House,Fast Food,,,Low
10075,The Kulfi House,Desserts,Ice Cream,,Low
10076,Dining Out,North Indian,Chinese,,Low
10077,Kakeit,Healthy Food,Desserts,Bakery,High
10078,The Next Door Cafe,Italian,American,North Indian,High
10080,Shri Devi,Fast Food,North Indian,,Low
10081,T Junction Restaurant,North Indian,Mughlai,Seafood,High
10082,Relax Garden Nx,North Indian,Chinese,Malwani,High
10083,China Town Chinese,Chinese,,,Low
10084,Ambrosia Fine Dine & Restobar - Hotel Executive Inn,North Indian,Chinese,,High
10085,Asha Refreshment,North Indian,South Indian,Maharashtrian,Low
10086,The Big Spread,Mughlai,Biryani,Afghan,High
10087,Guru Dham,North Indian,Seafood,Chinese,High
10088,Biryaan,Biryani,North Indian,,High
10089,Spice Kitchen,Biryani,North Indian,Chinese,Low
10090,Talli Chinese Corner,Chinese,,,Low
10091,Shredd Eat,Fast Food,Healthy Food,,Low
10092,Livlite - Willson'S Kitchen,Healthy Food,Continental,North Indian,High
10093,Jai Shankar Veg Restaurant,South Indian,North Indian,,High
10094,Swad Desi,North Indian,Chinese,,Low
10096,F.R.I.E.N.D.S Eatery,Chinese,North Indian,,High
10097,Shree Swami Samarth Snacks,Fast Food,,,Low
10098,Raj Mahal,Biryani,Chinese,North Indian,High
10099,Rola Rossa,Italian,Mexican,Mediterranean,High
10100,Artisanal Gouris,Desserts,,,Low
10101,Take Away Chef,Burmese,Sindhi,North Indian,High
10102,Bombay Bakery Wala,Bakery,Desserts,,Low
10103,Daily Dabba,North Indian,Indian,Continental,High
10104,Kirti'S Corner,Fast Food,,,Low
10105,Tongue Twister,Street Food,Fast Food,Beverages,Low
10106,Food Treat Kebab And Chinese,Chinese,Kebab,,Low
10107,Unique Milkshakes,Beverages,,,Low
10108,Special Chinese Corner,Chinese,,,Low
10109,Jay Ambe Sandwich And Juice Corner,Fast Food,,,Low
10110,Aztecs Chocolates And Food,Bakery,Desserts,Fast Food,Low
10112,Sumit Sandwich Corner,Fast Food,,,Low
10113,Jamnagari Farsan Mart,Gujarati,Fast Food,,Low
10114,Laxmi Dairy,Chinese,Fast Food,,Low
10115,Vishal Snacks,Fast Food,Beverages,Juices,Low
10116,Hot Stuff Malvani,North Indian,Malwani,Seafood,High
10117,Cafe Edesia,Fast Food,Desserts,Bakery,High
10118,Insomnia,Cafe,Chinese,Fast Food,High
10119,Sai Prastha,North Indian,Chinese,,High
10120,Cocohut Family Resturant & Bar,North Indian,Chinese,Seafood,High
10121,Dhaba Cafe,North Indian,Street Food,Fast Food,High
10122,Diesel Cafe,Cafe,Fast Food,Pizza,High
10123,Bites N Sips,Fast Food,,,Low
10124,Am Caterers & Tiffin Suppliers,North Indian,,,Low
10125,Icee Spicey,Fast Food,,,Low
10126,Highway 66 Pizza,Pizza,,,High
10128,Bakers & More,Bakery,Desserts,,Low
10129,International Baking Company,Bakery,Desserts,,Low
10130,Kennys,Fast Food,Chinese,,High
10131,A - 1 Ice Cream,Desserts,Ice Cream,,Low
10132,Ravi,Chinese,Indian,North Indian,High
10133,Melting Morsels,Italian,Desserts,American,Low
10134,Mumbai Bites,Fast Food,Italian,Chinese,Low
10135,Yogurtbay & Wafflebay,Desserts,,,Low
10136,Copper Cabana,Continental,,,High
10137,Red Dragon Restaurant,Chinese,,,Low
10138,Sanjeevani Pure Veg,Maharashtrian,,,Low
10139,Damru Paan Shop,Paan,,,Low
10140,Satkar Tasty Treat - By Health Juice,Beverages,Juices,Fast Food,Low
10141,Prithvi'S Cavern,Cafe,Chinese,Fast Food,High
10142,Something Special,Chinese,North Indian,,Low
10144,Cream Bell,Ice Cream,,,Low
10145,The Chinese Food Co,Chinese,,,Low
10146,Street Kitchen Wala,Fast Food,,,Low
10147,Taheri Delights,North Indian,Fast Food,Desserts,Low
10148,Chavinusar,Maharashtrian,,,Low
10149,Shiv Sai Chinese Corner,Chinese,,,Low
10150,Natraj Fastfood Centre,Fast Food,Juices,Pizza,Low
10151,Malti'S,Bakery,,,Low
10152,Asian Republic,Chinese,Fast Food,,High
10153,Gr8T Punjab,Street Food,Fast Food,North Indian,Low
10154,Cheesy Bites,Fast Food,,,Low
10155,Shree Radhe Shyam Fast Food,Pizza,Street Food,Sandwich,High
10156,Bakers And Chocolates,Desserts,,,High
10157,Mumbai Zaika,Mughlai,Chinese,Fast Food,Low
10158,Western Snacks,Fast Food,,,Low
10160,Kukkad Singh,North Indian,,,High
10161,Tasties & Spices,Fast Food,Burger,Beverages,Low
10162,Cafechino,Cafe,Italian,Fast Food,High
10163,Masale Daan,North Indian,,,Low
10164,Breakfast Karlo,North Indian,,,Low
10165,Freshmeals,North Indian,,,Low
10166,Preetam,Chinese,North Indian,South Indian,Low
10167,Amul Sai Ice Cream Parlour,Ice Cream,,,Low
10168,Cake Tree,Bakery,Desserts,,Low
10169,Spice Hut,Fast Food,Pizza,,Low
10170,London Galaxy Milkshakes & Juices,Beverages,Desserts,,Low
10171,Two Spoons,North Indian,Chinese,Indian,High
10172,Foodie Station,North Indian,,,High
10173,The Little Kitchen,Chinese,Mughlai,,High
10174,Delhi Dine,Chinese,Mughlai,Thai,High
10176,Rivaayat Biryani,Biryani,,,High
10177,Popyyez,South Indian,North Indian,,Low
10178,Assal Malwani Kinara,Malwani,Seafood,,High
10179,Lemon Chilly,Chinese,,,High
10180,Organic Swaad,North Indian,South Indian,Seafood,Low
10181,Canteen,North Indian,Mughlai,Lebanese,High
10182,Kunal'S Creamery & Eatery,Street Food,Chinese,Fast Food,High
10183,Little China,Chinese,,,Low
10184,Hotel Madhura,North Indian,Chinese,,Low
10185,Veg Malhar,Chinese,North Indian,South Indian,Low
10186,Dinesh Lunch Home,North Indian,South Indian,Chinese,High
10187,Sujata Lunch Home,North Indian,Chinese,Seafood,Low
10188,Sai Shabari,North Indian,South Indian,Chinese,Low
10189,Shree Ganesh,Chinese,North Indian,South Indian,Low
10190,Anjali Bar & Restaurant,South Indian,North Indian,Chinese,High
10192,The Burrrp Cafe,Fast Food,Chinese,Momos,High
10193,Icee Spicey,Fast Food,,,Low
10194,Highway 66 Pizza,Pizza,,,High
10195,Cream Bell,Ice Cream,,,Low
10196,The Chinese Food Co,Chinese,,,Low
10197,Street Kitchen Wala,Fast Food,,,Low
10198,Taheri Delights,North Indian,Fast Food,Desserts,Low
10199,Chavinusar,Maharashtrian,,,Low
10200,Shiv Sai Chinese Corner,Chinese,,,Low
10201,Natraj Fastfood Centre,Fast Food,Juices,Pizza,Low
10202,Malti'S,Bakery,,,Low
10203,Asian Republic,Chinese,Fast Food,,High
10204,Gr8T Punjab,Street Food,Fast Food,North Indian,Low
10205,Cheesy Bites,Fast Food,,,Low
10206,Shree Radhe Shyam Fast Food,Pizza,Street Food,Sandwich,High
10208,Mad About Biryani,Biryani,,,Low
10209,Jai Hind Hotel,Street Food,,,Low
10210,Vasant Aarogya Bhavan,North Indian,Chinese,Seafood,High
10211,Tom & Jerry Cakes And Many More,Desserts,Bakery,,Low
